,Title,Genre,GenreCorrected,GenreListed
26971,O Teri,comedy,comedy,['comedy']
26972,Youngistaan,drama,drama,['drama']
26973,Main Tera Hero,comedy,comedy,['comedy']
26974,Bhoothnath Returns,fantasy/children,fantasy children,['child' 'fantasy']
26975,2 States,romance,romance,['romance']
26976,Dekh Tamasha Dekh,comedy,comedy,['comedy']
26977,Kaanchi...,musical/drama,cultural drama,['cultural' 'drama']
26978,Revolver Rani,drama,drama,['drama']
26979,Samrat & Co.,mystery/thriller/drama,thriller action drama,['action' 'drama' 'thriller']
26980,Purani Jeans,romance/drama,romance drama,['drama' 'romance']
26981,Kya Dilli Kya Lahore,social,social,['social']
26982,Hawaa Hawaai,drama,drama,['drama']
26983,Khwaabb,romance/drama,romance drama,['drama' 'romance']
26984,Koyelaanchal,action,action,['action']
26985,Manjunath,drama,drama,['drama']
26986,Mastram,adult,adult,['adult']
26987,Yeh Hai Bakrapur,comedy,comedy,['comedy']
26988,The Xposé,thriller,action,['action']
26989,Heropanti,romance/action,romance action,['action' 'romance']
26990,Kochadaiiyaan,action,action,['action']
26991,City Lights,drama,drama,['drama']
26992,Filmistaan,comedy,comedy,['comedy']
26993,Holiday,action/thriller,action action,['action']
26994,Fugly,comedy/drama,comedy drama,['comedy' 'drama']
26995,Machhli Jal Ki Rani Hai,horror,action,['action']
26996,Humshakals,comedy/drama/romance,comedy drama romance,['comedy' 'drama' 'romance']
26997,Ek Villain,romance/thriller,romance action,['action' 'romance']
26998,Bobby Jasoos,comedy/drama,comedy drama,['comedy' 'drama']
26999,Lekar Hum Deewana Dil,romance/comedy,romance comedy,['comedy' 'romance']
27000,Humpty Sharma Ki Dulhania,romance/comedy,romance comedy,['comedy' 'romance']
27001,Hate Story 2,thriller,action,['action']
27002,Riyasat,drama/action,drama action,['action' 'drama']
27003,Amit Sahni Ki List,romance/comedy,romance comedy,['comedy' 'romance']
27004,Pizza,horror,action,['action']
27005,Kick,action/comedy,action comedy,['action' 'comedy']
27006,Entertainment,comedy,comedy,['comedy']
27007,Singham Returns,action,action,['action']
27008,Mardaani,drama/action,drama action,['action' 'drama']
27009,Abhinay Chakra,comedy/action,comedy action,['action' 'comedy']
27010,Raja Natwarlal,thriller,action,['action']
27011,Mary Kom,drama,drama,['drama']
27012,Creature,horror,action,['action']
27013,Finding Fanny,comedy/drama,comedy drama,['comedy' 'drama']
27014,Daawat-E-Ishq,comedy/drama,comedy drama,['comedy' 'drama']
27015,Khoobsurat,romance/comedy,romance comedy,['comedy' 'romance']
27016,3 A.M.,horror,action,['action']
27017,Chaarfutiya Chhokare,thriller,action,['action']
27018,Desi Kattey,drama/action,drama action,['action' 'drama']
27019,Meinu Ek Ladki Chaahiye,social satire,social satire,['satire' 'social']
27020,Balwinder Singh Famous Ho Gaya,comedy,comedy,['comedy']
27021,Bang Bang!,action,action,['action']
27022,Haider,drama,drama,['drama']
27023,Jigariyaa,romance,romance,['romance']
27024,Ekkees Toppon Ki Salaami,political satire,cultural satire,['cultural' 'satire']
27025,Tamanchey,crime/romance,action romance,['action' 'romance']
27026,Mumbai 125 KM 3D,horror,action,['action']
27027,Sonali Cable,comedy/drama,comedy drama,['comedy' 'drama']
27028,Happy New Year,action/comedy,action comedy,['action' 'comedy']
27029,Super Nani,drama,drama,['drama']
27030,A Decent Arrangement,drama,drama,['drama']
27031,The Shaukeens,comedy,comedy,['comedy']
27032,6 - 5 = 2,found footage / horror,found footage   action,['action' 'find' 'footage']
27033,Kill Dil,romance/drama,romance drama,['drama' 'romance']
27034,Happy Ending,romance/comedy,romance comedy,['comedy' 'romance']
27035,Wah Taj,drama,drama,['drama']
27036,Ungli,drama,drama,['drama']
27037,Zid,erotica/thriller,adult action,['action' 'adult']
27038,Action Jackson,comedy,comedy,['comedy']
27039,Bhopal: A Prayer for Rain,drama,drama,['drama']
27040,Mumbai Delhi Mumbai,drama,drama,['drama']
27041,Sulemani Keeda,social/drama,social drama,['drama' 'social']
27042,PK,comedy/drama,comedy drama,['comedy' 'drama']
27043,Lingaa,action/thriller,action action,['action']
27044,Ugly,thriller,action,['action']
27045,Haraamkhor,comedy/crime,comedy action,['action' 'comedy']
27046,Ok Jaanu,romance/drama,romance drama,['drama' 'romance']
27047,Coffee with D,comedy/crime,comedy action,['action' 'comedy']
27048,Kaabil,action/thriller,action action,['action']
27049,Raees,crime/action,action action,['action']
27050,Jolly LLB 2,drama,drama,['drama']
27051,Runningshaadi.com,comedy,comedy,['comedy']
27052,The Ghazi Attack,action,action,['action']
27053,Irada,thriller/drama,action drama,['action' 'drama']
27054,Rangoon,war/drama,action drama,['action' 'drama']
27055,Wedding Anniversary,romance/thriller,romance action,['action' 'romance']
27056,Badrinath Ki Dulhania,romance/comedy,romance comedy,['comedy' 'romance']
27057,Aa Gaya Hero,action/comedy,action comedy,['action' 'comedy']
27058,Trapped,thriller,action,['action']
27059,Machine,romance/thriller,romance action,['action' 'romance']
27060,Phillauri,romance/comedy,romance comedy,['comedy' 'romance']
27061,Bhanwarey,comedy,comedy,['comedy']
27062,Anaarkali of Aarah,drama,drama,['drama']
27063,Naam Shabana,action/thriller,action action,['action']
27064,Laali Ki Shaadi Mein Laaddoo Deewana,comedy/drama,comedy drama,['comedy' 'drama']
27065,Mukti Bhawan,drama,drama,['drama']
27066,Ajay Saklani,silent hills studio,silent hills studio,['hills' 'silent' 'studio']
27067,Begum Jaan,period drama, drama,['drama']
27068,Noor,comedy/drama,comedy drama,['comedy' 'drama']
27069,Ek Thi Rani Aisi Bhi,biopic,cultural,['cultural']
27070,Akshay Roy,yash raj films,yash raj ,['raj' 'yash']
27071,Sarkar 3,political crime thriller,cultural action action,['action' 'cultural']
27072,Half Girlfriend,romance/drama,romance drama,['drama' 'romance']
27073,Hindi Medium,comedy/drama,comedy drama,['comedy' 'drama']
27074,Sachin: A Billion Dreams,biopic,cultural,['cultural']
27075,A Death in the Gunj,crime/drama,action drama,['action' 'drama']
27076,Hanuman: Da' Damdaar,animation,animation,['animation']
27077,Sweetiee Weds NRI,romance/comedy,romance comedy,['comedy' 'romance']
27078,Dobaara: See Your Evil,horror,action,['action']
27079,Dear Maya,thriller/drama,action drama,['action' 'drama']
27080,Raabta,romance/thriller,romance action,['action' 'romance']
27081,Behen Hogi Teri,romance/comedy,romance comedy,['comedy' 'romance']
27082,G Kutta Se,drama,drama,['drama']
27083,Tubelight,action/drama,action drama,['action' 'drama']
27084,Ek Haseena Thi Ek Deewana Tha,romance,romance,['romance']
27085,Mom,thriller/drama,action drama,['action' 'drama']
27086,Ashwni Dhir,panorama studios,panorama studios,['panorama' 'studios']
27087,Jagga Jasoos,comedy/romance,comedy romance,['comedy' 'romance']
27088,Shab,drama,drama,['drama']
27089,Lipstick Under My Burkha,sex/drama,adult drama,['adult' 'drama']
27090,Munna Michael,action/romance,action romance,['action' 'romance']
27091,Mubarakan,comedy/romance,comedy romance,['comedy' 'romance']
27092,Gurgaon,neo-noir,neo-black,['black' 'neo']
27093,Jab Harry Met Sejal,romance,romance,['romance']
27094,Toilet: Ek Prem Katha,comedy/drama,comedy drama,['comedy' 'drama']
27095,Gurinder Chadha,bbc films,bbc ,['bbc']
27096,Bareilly Ki Barfi,comedy/romance,comedy romance,['comedy' 'romance']
27097,A Gentleman,action/romance,action romance,['action' 'romance']
27098,Kushan Nandy,movies by the mob & knkspl, by the mob & knkspl,['knkspl' 'mob']
27099,Habib Faisal,yash raj films,yash raj ,['raj' 'yash']
27100,Baadshaho,action/crime ttriller,action action action,['action']
27101,R.S. Prasanna,colour yellow productions & eros international,colour yellow productions & eros inter,['colour' 'eros' 'inter' 'productions' 'yellow']
27102,Poster Boys,comedy,comedy,['comedy']
27103,Daddy,crime/drama,action drama,['action' 'drama']
27104,Simran,drama,drama,['drama']
27105,Ranjit Tiwari,viacom 18 motion pictures,viacom 18 motion pictures,['motion' 'picture' 'viacom']
27106,Sanjay Chhel,bholenath movies & cinekorn entertainment,bholenath  & cinekorn entertainment,['bholenath' 'cinekorn' 'entertainment']
27107,Newton,dark comedy,black comedy,['black' 'comedy']
27108,Bhoomi,action/drama,action drama,['action' 'drama']
27109,The Final Exit,horror,action,['action']
27110,Haseena Parkar,biographic,cultural,['cultural']
27111,Judwaa 2,action/comedy,action comedy,['action' 'comedy']
27112,Chef,comedy,comedy,['comedy']
27113,Secret Superstar,musical drama,cultural drama,['cultural' 'drama']
27114,Golmaal Again,comedy,comedy,['comedy']
27115,Rukh,drama,drama,['drama']
27116,Abhay Chopra,"dharma productions, red chillies entertainment & b.r films","dharma productions, red chillies entertainment & b.r ",['b.r' 'chillies' 'dharma' 'entertainment' 'production' 'red']
27117,The House Next Door,horror,action,['action']
27118,Ribbon,drama,drama,['drama']
27119,Shaadi Mein Zaroor Aana,romance/drama,romance drama,['drama' 'romance']
27120,Panchlait,romantic comedy,romance comedy,['comedy' 'romance']
27121,Tumhari Sulu,social/comedy,social comedy,['comedy' 'social']
27122,Dil Jo Na Keh Saka,romantic drama,romance drama,['drama' 'romance']
27123,Kadvi Hawa,drama/disaster,drama action,['action' 'drama']
27124,Rajiv Dhingra,k9 films,k9 ,['k9']
27125,Fukrey Returns,comedy,comedy,['comedy']
27126,Monsoon Shootout,crime/thriller,action action,['action']
27127,Tiger Zinda Hai,action/drama,action drama,['action' 'drama']
27128,Bettada Huli,unknown,,[]
27129,Bangaarada Hoovu,unknown,,[]
27130,Bellimoda,unknown,,[]
27131,Jedara Bale,unknown,,[]
27132,Gandondu Hennaru,unknown,,[]
27133,Operation Jackpot Nalli C.I.D 999,unknown,,[]
27134,Gejje Pooje,unknown,,[]
27135,Samskara,unknown,,[]
27136,Kasturi Nivasa,unknown,,[]
27137,Pratidwani,unknown,,[]
27138,Sakshatkara,unknown,,[]
27139,Sharapanjara,unknown,,[]
27140,Bangarada Manushya,unknown,,[]
27141,Vamshavruksha,unknown,,[]
27142,Edakallu Guddada Mele,unknown,,[]
27143,Gandhada Gudi,unknown,,[]
27144,Kaadu,unknown,,[]
27145,Swayamvara,unknown,,[]
27146,Bhootayyana Maga Ayyu,unknown,,[]
27147,Sampathige Saval,unknown,,[]
27148,Bili Hendthi,unknown,,[]
27149,Chomana Dudi,unknown,,[]
27150,Mayura,unknown,,[]
27151,Shubhamangala,unknown,,[]
27152,Yashoda Krishna,unknown,,[]
27153,Bahaddur Gandu,unknown,,[]
27154,Pallavi,unknown,,[]
27155,Kokila,unknown,,[]
27156,Nagara Hole,unknown,,[]
27157,Olavu Geluvu,unknown,,[]
27158,Pavana Ganga,unknown,,[]
27159,Sose Tanda Soubhagya,unknown,,[]
27160,Tabbaliyu Neenade Magane,unknown,,[]
27161,Ondanondu Kaladalli,unknown,,[]
27162,Parasangada Gendethimma,unknown,,[]
27163,Shankar Guru,unknown,,[]
27164,Singapoorinalli Raja Kulla,unknown,,[]
27165,Spandana,unknown,,[]
27166,Thappida Thala,unknown,,[]
27167,Chandanada Gombe,unknown,,[]
27168,Dharmasere,unknown,,[]
27169,I Love You,unknown,,[]
27170,Naa Ninna Bidalaare,unknown,,[]
27171,Priya,unknown,,[]
27172,Bangarada Jinke,unknown,,[]
27173,"Maria, My Darling",unknown,,[]
27174,Minchina Ota,unknown,,[]
27175,Narada Vijaya,unknown,,[]
27176,Vasantha Geetha,unknown,,[]
27177,Aalemane,unknown,,[]
27178,Antha,unknown,,[]
27179,Avala Hejje,unknown,,[]
27180,Bhagyavantha,unknown,,[]
27181,Geetha,unknown,,[]
27182,Keralida Simha,unknown,,[]
27183,Maha Prachandaru,unknown,,[]
27184,Ranganayaki,unknown,,[]
27185,Simhada Mari Sainya,unknown,,[]
27186,Chalisuva Modagalu,unknown,,[]
27187,Maanasa Sarovara,unknown,,[]
27188,Aananda Bhairavi,unknown,,[]
27189,Anveshane,unknown,,[]
27190,Banker Margayya,unknown,,[]
27191,Bhagyada Lakshmi Baramma,unknown,,[]
27192,Kaviratna Kalidasa,unknown,,[]
27193,Pallavi Anu Pallavi,unknown,,[]
27194,Accident,unknown,,[]
27195,Amrutha Ghalige,unknown,,[]
27196,Anveshane,unknown,,[]
27197,Anubhava,unknown,,[]
27198,Bandhana,unknown,,[]
27199,Gandu Bherunda,unknown,,[]
27200,Yarivanu,unknown,,[]
27201,Bettada Hoovu,unknown,,[]
27202,Dhruva Thare,unknown,,[]
27203,Jwaalamukhi,unknown,,[]
27204,Parameshi Prema Prasanga,unknown,,[]
27205,Anuraga Aralithu,unknown,,[]
27206,Bhagyada Lakshmi Baramma,unknown,,[]
27207,Guri,unknown,,[]
27208,Malaya Marutha,unknown,,[]
27209,Shruthi Seridaaga,unknown,,[]
27210,Anjada Gandu,unknown,,[]
27211,Devatha Manushya,unknown,,[]
27212,Ranadheera,unknown,,[]
27213,Tabarana Kathe,unknown,,[]
27214,Ade Raaga Ade Haadu,unknown,,[]
27215,C.B.I. Shankar,unknown,,[]
27216,Gagana,unknown,,[]
27217,Inspector Vikram,unknown,,[]
27218,Mane,unknown,,[]
27219,Nanjundi Kalyana,unknown,,[]
27220,Parashuram,unknown,,[]
27221,Tarka,unknown,,[]
27222,College Hero,unknown,,[]
27223,Ganeshana Maduve,unknown,,[]
27224,Muthina Haara,unknown,,[]
27225,Shruthi,unknown,,[]
27226,Utkarsha,unknown,,[]
27227,Gauri Ganesha,unknown,,[]
27228,Modada Mareyalli,unknown,,[]
27229,Bombat Hendthi,unknown,,[]
27230,Chaitrada Premanjali,unknown,,[]
27231,Edurmaneli Ganda Pakkadmaneli Hendthi,unknown,,[]
27232,Ganesha Subramanya,unknown,,[]
27233,Jeevana Chaitra,unknown,,[]
27234,Tharle Nan Maga,unknown,,[]
27235,Aakasmika,unknown,,[]
27236,Baa Nalle Madhuchandrake,unknown,,[]
27237,Golibar,unknown,,[]
27238,Hoovu Hannu,unknown,,[]
27239,Munjaneya Manju,unknown,,[]
27240,Nishkarsha,unknown,,[]
27241,Shhh!,unknown,,[]
27242,Vishnu Vijaya,unknown,,[]
27243,Halunda Tavaru,unknown,,[]
27244,Karulina Koogu,unknown,,[]
27245,Kotreshi Kanasu,unknown,,[]
27246,Mahakshathriya,unknown,,[]
27247,Nishkarsha,unknown,,[]
27248,Rasika,unknown,,[]
27249,Yarigu Helbedi,unknown,,[]
27250,Aagatha,unknown,,[]
27251,Himapatha,unknown,,[]
27252,Kotreshi Kanasu,unknown,,[]
27253,Kraurya,unknown,,[]
27254,Om,unknown,,[]
27255,Putnanja,unknown,,[]
27256,America America,unknown,,[]
27257,Janumada Jodi,unknown,,[]
27258,Nammoora Mandara Hoove,unknown,,[]
27259,Agni IPS,unknown,,[]
27260,Amruthavarshini,unknown,,[]
27261,Bhoomi Geetha,unknown,,[]
27262,Cheluva,unknown,,[]
27263,Laali,unknown,,[]
27264,Nagamandala,unknown,,[]
27265,Thaayi Saheba,unknown,,[]
27266,Ulta Palta,unknown,,[]
27267,A,unknown,,[]
27268,Hoomale,unknown,,[]
27269,Shanti Shanti Shanti,unknown,,[]
27270,Chandramuki Pranasakhi,unknown,,[]
27271,Dalawayi,unknown,,[]
27272,Upendra,unknown,,[]
27273,Veerappa Nayaka,unknown,,[]
27274,Munnudi,unknown,,[]
27275,Shabdavedi,unknown,,[]
27276,Sparsha,unknown,,[]
27277,Huchha,unknown,,[]
27278,Kothigalu Saar Kothigalu,unknown,,[]
27279,Kurigalu Saar Kurigalu,unknown,,[]
27280,Maduve Aagona Baa,unknown,,[]
27281,Shaapa,unknown,,[]
27282,Sri Manjunatha,unknown,,[]
27283,Vaalee,unknown,,[]
27284,Yuvaraja,unknown,,[]
27285,123,unknown,,[]
27286,Dakota Express,unknown,,[]
27287,Dweepa,unknown,,[]
27288,Hollywood,unknown,,[]
27289,Nagarahavu,unknown,,[]
27290,Kariya,unknown,,[]
27291,Abhi,unknown,,[]
27292,Preethi Prema Pranaya,unknown,,[]
27293,Raktha Kanneeru,unknown,,[]
27294,Chigurida Kanasu,unknown,,[]
27295,Swathi Muthu,unknown,,[]
27296,Veera Kannadiga,action / romance,action   romance,['action' 'romance']
27297,Love,romance / action,romance   action,['action' 'romance']
27298,Apthamitra,horror / thriller / drama,action   action   drama,['action' 'drama']
27299,Joke falls,comedy,comedy,['comedy']
27300,Ayya,action,action,['action']
27301,Beru,drama / documentary,drama   cultural,['cultural' 'drama']
27302,Shanti,drama,drama,['drama']
27303,Magic Ajji,fantasy / horror,fantasy   action,['action' 'fantasy']
27304,Jogi,action / drama,action   drama,['action' 'drama']
27305,Deadly Soma,action,action,['action']
27306,Auto Shankar,action,action,['action']
27307,Namma Basava,action,action,['action']
27308,Amrithadhare,drama / romance,drama   romance,['drama' 'romance']
27309,Padri,drama,drama,['drama']
27310,Nenapirali,romance,romance,['romance']
27311,Mithayi Mane,drama,drama,['drama']
27312,Mata,satirical comedy,satirical comedy,['comedy' 'satirical']
27313,Seven O' Clock,romance,romance,['romance']
27314,My Autograph,drama,drama,['drama']
27315,Chellata,romance,romance,['romance']
27316,Ajay,action,action,['action']
27317,Julie,romance,romance,['romance']
27318,Thutturi,drama,drama,['drama']
27319,Dattha,action,action,['action']
27320,Ganda Hendathi,romance / thriller,romance   action,['action' 'romance']
27321,Neenello Naanalle,drama,drama,['drama']
27322,Aishwarya,romance,romance,['romance']
27323,Jothe Jotheyali,romance,romance,['romance']
27324,Sirivantha,drama,drama,['drama']
27325,Ravi Shastri,comedy drama,comedy drama,['comedy' 'drama']
27326,Madana,romance / thriller,romance   action,['action' 'romance']
27327,Kallarali Hoovagi,drama,drama,['drama']
27328,Neelakanta,romance,romance,['romance']
27329,Mungaru Male,romance,romance,['romance']
27330,Naayi Neralu,unknown,,[]
27331,Arasu,unknown,,[]
27332,Police Story 2,unknown,,[]
